item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
NewEleven 60th Birthday Gifts for Men Women - 1965 60th Birthday Decorations for Him Her - Turning 60 Year Old Gifts for Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler	Tumbler	0917B5THL5I	06-AGXV-L5EK	27.98		2024-09-17 07:57:45 PDT		y	3			11				B0DHCFTYVW						850062760660				AMAZON_NA	Migrated Template	Active
NewEleven Fathers Day Gift for Dad - Birthday Gifts for Dad from Kids - Husband Gift - Birthday Present Ideas for Father, Husband, New Papa, Bonus Father from Daughter, Son - 20 Oz Tumbler	Tumbler	1020AQ5R0W6	1J-71GS-RJFC	27.98		2023-10-20 05:59:58 PDT		y	3			11				B0CM5RJ8VD						850057187212				AMAZON_NA	Migrated Template	Active
NewEleven 1985 40th Birthday Gifts for Women - 40 Year Old Birthday Gifts Idea for Women, Her, Mom, Wife - Turning 40 Gift for Woman - 20 Oz Tumbler	Tumbler	1129BNNIA2Y	1Y-PY2P-6Q4W	29.98		2024-11-28 18:11:02 PST		y	3			11				B0DM61B4F2						810181270310				AMAZON_NA	Migrated Template	Active
NewEleven Mothers Day Gifts for Mom, Wife - Gifts for Mom from Daughter, Son, Kids - Unique Birthday Present Ideas for Mother, Wife, New Mama from Daughter, Son, Husband - 20 Oz Tumbler	Tumbler	1108AD8C77T	2F-5232-03M8	22.99		2023-11-08 14:08:01 PST		y	3			11				B0CG8NHNWF						850050994848				AMAZON_NA	Migrated Template	Active
NEWELEVEN 50th Birthday Gifts for Men Women - 1974 1975 Birthday Decorations for Men Women - Gifts for Men Women Turning 50, 1974 White Hat, One Size		1214AVUPIP8	4Q-CVN5-SRBD	9.98		2023-12-13 22:55:31 PST		y	1			11				B0CM5T2F1V						B0CM5T2F1V				AMAZON_NA	Migrated Template	Active
Gifts for Dad from Daughter, Son, Kids - Birthday Gifts for Dad, New Dad - Fathers Day Gift for Dad, Husband, Men - Best Dad Bday Present Idea for a Father, Men, Him - Dad Mug, 20 Oz Tumbler		0410Y2CZT73	5O-AIII-N41X	23.98		2021-04-10 12:42:05 PDT		y	3			11				B08ZKZ1FJK						707785057686				AMAZON_NA	Migrated Template	Active
NewEleven 40th Birthday Gifts for Men Women - 1985 40th Birthday Decorations for Men Women - Turning 40-40 Year Old Gifts for Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler	Tumbler	0919B8USUUN	7N-6OBC-K7DN	26.98		2024-09-18 22:48:05 PDT		y	3			11				B0DH7PQ1RX						850062760547				AMAZON_NA	Migrated Template	Active
NewEleven Gifts for Friends, Bestie – Work Bestie Presents for Women Friends - Appreciation Gifts for Coworkers, Unique Present Ideas for Coworker Leaving, Farewell Party – 16 Oz Coffee Glass		1111BA81PZE	7X-5K3W-K6CS	23.98		2024-11-11 12:49:15 PST		y	1			11				B0CXXJ751C						B0CXXJ751C				AMAZON_NA	Migrated Template	Active
NewEleven Fathers Day Gift For Grandpa - Meaningful Grandpa Gifts From Granddaughter, Grandson - Grandpa Birthday Gifts For Grandfather, New Granddad, PaPa - Bible Jar		0514FPBY6H8	8O-S5PG-85KF	23.1		2025-05-14 15:49:51 PDT		y	1			11				B0F7WVKZ6F						B0F7WVKZ6F				AMAZON_NA	Migrated Template	Active
NewEleven Retirement Gift for Women 2024 - Happy Retirement, Coworker Leaving, Farewell, Goodbye for Coworkers, Friends - 12 Oz Tumbler		1228Z9QOHZV	A6-H1II-ZKFG	25.98		2022-12-27 18:58:35 PST		y	3			11				B08ZRWW1W4						707785064288				AMAZON_NA	Migrated Template	Active
NEWELEVEN Gifts for Book Lovers - Book Lovers Gifts for Women - Bookish Gifts for Readers, Librarians, Bookaholics, Bookworm - Birthday Gifts for Women, Her, Best Friend – 16 Oz Coffee Glass		0401A69SA5F	BC-HKBD-KBAM	23.98		2023-03-31 22:05:13 PDT		y	1			11				B0BYDDFNBD						B0BYDDFNBD				AMAZON_NA	Migrated Template	Active
NewEleven Gifts For Him, Men - Gift For Men, Women, Dad, Husband, Friend - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker - 20 Oz Tumbler		0728Y2YTKK6	BJ-VG4K-QQW3	19.98		2021-07-27 21:28:25 PDT		y	3			11				B0978WGWY4						707785024688				AMAZON_NA	Migrated Template	Active
NewEleven 60th Birthday Gifts for Women - 1965 60th Birthday Decorations for Woman - Turning 60-60 Year Old Gifts for Women, Mom, Wife - 20 Oz Tumbler	Tumbler	1129BNK9X9X	CB-D2S7-7LAE	29.98		2024-11-28 18:11:02 PST		y	3			11				B0DM63J16N						810181270303				AMAZON_NA	Migrated Template	Active
NewEleven Gifts for Brother - Brother Gifts from Sister, Brother - Big Brother Gifts, Little Brother Gifts - Birthday Gifts for Brothers from Sisters, Brother, Siblings - 20 Oz Tumbler		0728Y2QSXXA	CC-VIYV-1LFP	22.98		2021-07-27 19:47:02 PDT		y	3			11				B09792XF8F						707785027368				AMAZON_NA	Migrated Template	Active
NewEleven Mother Day Gift for Mom - Gifts for Mom from Daughter, Son, Kids - Unique Birthday Gifts for Mom, New Mom, Bonus Mom, Pregnant Mom - Funny Gifts Ideas for Mom - 16 Oz Coffee Glass	Coffee cup	0919AMK1QSM	CW-5CAB-L7CZ	18.98		2023-09-19 00:28:11 PDT		y	3			11				B0BHWDNYVL						850041250731				AMAZON_NA	Migrated Template	Active
NewEleven Fathers Day Gift for Dad - Birthday Gifts for Dad from Daughter, Son, Kids - Husband Gift - Birthday Present Ideas for Father, New Papa, Bonus Father from Daughter, Son - 20 Oz Tumbler	Tumbler	0927A7UGZCG	FQ-Q5JW-E8TK	27.98		2023-09-26 19:37:51 PDT		y	3			11				B0CG8N67SJ						850050994831				AMAZON_NA	Migrated Template	Active
NewEleven Father Day Gifts For Dad, Dad Birthday Gifts From Daughter, Son - New Father Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse		0213F8S9NCQ	GE-UCH3-MNIE	23.99		2025-02-12 21:02:42 PST		y	3			11				B0DVSKBSWN						810181270471				AMAZON_NA	Migrated Template	Active
NewEleven Gifts for Aunt - Cool Presents for New Auntie, Sister - Birthday, Announcement, Promoted to Aunt - 20 Oz Tumbler		0629AF9BG0Q	GX-USB4-E6T8	21.98		2023-06-29 02:51:51 PDT		y	1			11				B0C9D2PHMH						B0C9D2PHMH				AMAZON_NA	Migrated Template	Active
NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom,Wife - Retro Trucker Hat, White 1985 Hat, One Size	Trucker hat	0917B625NOS	HO-F3TN-5J1L	23.99		2024-09-17 08:17:07 PDT		y	3			11				B0DHC932W2						850062760653				AMAZON_NA	Migrated Template	Active
Coworker Leaving Gift - Farewell, Going Away, New Job, Goodbye, Good Luck for Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler		0420Z7WFFPG	HR-LSGT-JYQH	24.98		2022-04-20 16:37:40 PDT		y	3			11				B09XDFF8FF						850041250007				AMAZON_NA	Migrated Template	Active
40th Birthday Gifts for Men, Women - 1984 40th Birthday Decorations for Men, Women - Gifts for Women Turning 40-40 Year Old Gifts for Men, Him, Her, Husband, Wife, Dad, Mom, Friends - 20 Oz Tumbler	Tumbler	1228Z9PB7ZW	JC-JMFX-W7IY	24.98		2022-12-27 18:59:04 PST		y	3			11				B08R8R2LQF						707785054678				AMAZON_NA	Migrated Template	Active
NewEleven Mothers Day Gifts for Aunt from Niece, Nephew - Cool Gifts for Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted to Aunt - 16 Oz Coffee Glass	Coffee Cup	0326AMVHX6T	LH-BSSY-KKX9	23.98		2023-03-25 23:16:10 PDT		y	3			11				B0BYCT1SRJ						850041250984				AMAZON_NA	Migrated Template	Active
NewEleven 50th Birthday Gifts for Men Women - 1975 50th Birthday Decorations for Him Her - Present for Men Women Turning 50 Year Old Gifts for Mom, Dad, Wife, Husband - 20 Oz Tumbler	Tumbler	0918B74ICHC	RP-GISO-TOFC	29.98		2024-09-18 06:28:24 PDT		y	3			11				B0DH83T7MF						850062760561				AMAZON_NA	Migrated Template	Active
NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat	Trucker hat	0917B5TJ8NM	S1-6FQM-HSP6	26.98		2024-09-17 07:57:57 PDT		y	3			11				B0DHC2C1S4						850062760646				AMAZON_NA	Migrated Template	Active
NewEleven Mothers Day Gifts for Mom - Birthday Gifts for Mom from Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas for Mother, Mother in Law, Wife, New Mama - 20 Oz Tumbler	Tumbler	1009A4Q1X0N	S8-FINW-47HP	23.98		2023-10-09 06:46:08 PDT		y	3			11				B0CJX4XSXB						850057187045				AMAZON_NA	Migrated Template	Active
NewEleven Fathers Day Gift For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron	Mens apron	0731XH6VP9X	T7-POTQ-PD13	22.98		2020-07-31 12:15:14 PDT		y	3			11				B08CDFWN1Q						707785050366				AMAZON_NA	Migrated Template	Active
Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Best Funny Unique Bday Presents For Big Sister, Little Sister, Sister In Law, Sibling, Best Friend, Bestie, Women - Coffee Glass		0923ZPBBIK6	U3-HSBK-1RJI	19.98		2022-09-23 11:01:55 PDT		y	1			11				B0BC8WBYW7						B0BC8WBYW7				AMAZON_NA	Migrated Template	Active
NewEleven Mothers Day Gifts For Mom, Birthday Present For Mom From Daughters, Son - New Mama Gifts, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse		0213F92QMAH	UI-VXIT-1YW7	22.99		2025-02-12 21:02:57 PST		y	3			11				B0DVSKXLS5						810181270464				AMAZON_NA	Migrated Template	Active
50th Birthday Gifts for Women - 1974 50th Birthday Decorations for Women - Gifts for Women Turning 50 - Mothers Day Gifts 50 Year Old Gifts for Women, Mom, Wife - 12 oz Wine Tumbler	Tumbler	1228Z9IIH92	XH-ELQT-PEJ2	24.98		2022-12-27 18:59:12 PST		y	3			11				B089QFYLFB						707785053336				AMAZON_NA	Migrated Template	Active
NewEleven Fathers Day Gift For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron	Mens apron	0331YGPQM0Z	XM-V41I-3KAW	19.98		2021-03-31 06:44:57 PDT		y	3			11				B091F544N7						707785079268				AMAZON_NA	Migrated Template	Active
NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass		0131B4H9Q6O	Y1-7KOS-V5KR	26.98		2024-01-30 17:26:25 PST		y	1			11				B0CRVTN11L						B0CRVTN11L				AMAZON_NA	Migrated Template	Active
NewEleven 50th Birthday Gifts for Women - 1975 50th Birthday Decorations for Women - Gifts for Her Turning 50 Year Old - 20 Oz Tumbler	Tumbler	1103BMN5RRE	YJ-F5N3-DGJ5	26.98		2024-11-03 10:38:47 PST		y	3			11				B0DH7X6R1J						850062760523				AMAZON_NA	Migrated Template	Active
NewEleven Mothers Day Gifts for Mom - Birthday Gifts for Mom from Kids – Unique Birthday Present Ideas for Mother, New Mom, Mom to Be, Wife from Daughter, Son, Husband - 16 Oz Coffee Glass	Coffee Cup	0808AGPA3D3	YM-PHWT-7K9Y	19.98		2023-08-08 01:48:20 PDT		y	3			11				B0C9BZRC4K						850050994589				AMAZON_NA	Migrated Template	Active
NewEleven Gifts for Mom - Gifts for Mom from Daughter, Son, Kids - Unique Birthday Gifts for Mom, Mother, Wife, New Mom, Bonus Mom, Pregnant Mom - Funny Gifts Ideas for Mom - 20 Oz Tumbler	Tumbler	0728Y2XE2X6	YP-SEHP-8NOP	24.98		2021-07-27 21:00:04 PDT		y	3			11				B097B9H21P						752798692188				AMAZON_NA	Migrated Template	Active
60th Birthday Gifts for Women - 1965 60th Birthday Decorations for Women - Birthday Gifts for 60 Year Old Woman - 60 Years Old Gifts Ideas for Woman Turning 60, Mom, Wife, Friends- 12 oz Wine Tumbler		0324Y0QP5P6	ZG-6MPB-F5JV	24.98		2021-03-24 14:10:50 PDT		y	3			11				B08R8PXYL6						707785054333				AMAZON_NA	Migrated Template	Active
NewEleven 40th Birthday Gifts Women, 1984 40th Birthday Gift, 40th Birthday Decorations for Women, Friends, Daughter, Sister Mom - 40th Birthday Ornament Keepsake - Ceramic Christmas Ornament		1024BS7MKXK	02-HL2A-BSQP	13.59		2024-10-23 17:49:04 PDT		y	1			11				B0DK11YM64						B0DK11YM64				AMAZON_NA	Migrated Template	Inactive
NewEleven Memorial Gifts, Sympathy Gifts for Loss of Loved One, Condolences Bereavement Gifts for Loss, Grief Gifts Grieving Gifts Sorry for Your Loss Gifts - Ceramic Ornament		0926BRBYSLQ	0B-A1DR-X8J4	9.51		2024-09-25 19:04:03 PDT		y	1			11				B0D9VKTY47						B0D9VKTY47				AMAZON_NA	Migrated Template	Inactive
NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass		0328BYEDHXG	0B-GUIB-F6GL	19.02		2024-03-28 10:18:17 PDT		y	1			11				B0CZDV6J3V						B0CZDV6J3V				AMAZON_NA	Migrated Template	Inactive
NewEleven Gifts for Men, Women - Funny Gag Gifts Ideas for Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts for Men Women – Trucker Hat, Dad Level		0404BYBA59X	0E-ONN0-E8Y0	25.89		2024-04-04 06:41:44 PDT		y	1			11				B0D1GG9MS2						B0D1GG9MS2				AMAZON_NA	Migrated Template	Inactive
NEWELEVEN Birthday Gifts Cute Glass Coffee Cups With Lids And Straw – Aesthetic Cups – Iced Coffee Cup, Coffee Tumbler, Glass Tumbler – Gifts For Women, Coffee Lover - 16 Oz Coffee Glass		0603AEYPN11	0H-69V6-L2CZ	22.43		2023-06-03 12:36:58 PDT		y	1			11				B0C1BX851W						B0C1BX851W				AMAZON_NA	Migrated Template	Inactive
NEWELEVEN Valentines Gifts For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler		0413B4NBBLZ	0I-V2OD-GO56	20.38		2024-04-13 10:56:12 PDT		y	1			11				B0CHJ1V1RR						B0CHJ1V1RR				AMAZON_NA	Migrated Template	Inactive
50th Birthday Gifts for Women - 1974 50th Birthday Decorations for Women - Gifts for Women Turning 50 - Mothers Day Gifts 50 Year Old Gifts for Women, Mom, Wife - 12 oz Wine Tumbler		0903XCGDG71	0K-35Y7-DK98	32.98		2020-09-02 23:38:50 PDT		y	1			11				B089QFYLFB						B089QFYLFB				AMAZON_NA	Migrated Template	Inactive
NewEleven Sympathy Gifts for Loss of Loved One, in Loving Memory Ornament, Bereavement Gift Idea - Memorial Gifts, Bereavement Gifts, Remembrance Gifts for Men, Women - Ceramic Christmas Ornaments		1025BYOHFVU	0S-ENFI-SES6	11.09		2024-10-25 16:20:52 PDT		y	1			11				B0DK14FZT1						B0DK14FZT1				AMAZON_NA	Migrated Template	Inactive
NewEleven Wifey Gifts, Engagement Gifts for Her, Bride Gifts, in My Wifey Era, Wedding, Bridal Shower, Bachelorette Gifts for Bride, Bride to be Gifts, Wife Ideas - Christmas Ornament		1121B3A37JH	11-PVWX-HJV2	9.51		2024-11-21 04:42:06 PST		y	1			11				B0DLWJBK3Y						B0DLWJBK3Y				AMAZON_NA	Migrated Template	Inactive
Finally 9	<b>Searching for the perfect 30th birthday present for that special someone?</b><br><br> Saying goodbye to their 20s to welcome new beginnings in their 30s definitely calls for a celebration. You consider it a privilege to witness your loved one grow and reach another important milestone.<br><br> So as they enter a new decade, you want to give them a lovely token they’ll sure to find useful. More importantly, it has to be one that’s chic and well-crafted to suit their lifestyle.<br><br> <b>The NewEleven Talk Thirty To Me Wine Tumbler makes a sweet gift idea for stylish and modern women.</b><br><br> Any lady who’s about to hit their 30s will certainly love to drink their favorite beverages from this travel-friendly tumbler. It ideally measures in at 4.5” x 3“ and has a 12 oz liquid capacity, allowing you to keep it in your bag or bring it to the office, school or car with ease. A double-wall vacuum insulation helps keep drinks deliciously chilly.<br><br> Aside from being a total eye candy, this beautiful reusable tumbler also helps you avoid single-use plastic cups. It even comes with a sturdy metal straw and a straw cleaning brush, so you’re always refreshed and hydrated the eco-conscious way.<br><br> <p><b>Product Details:</b></p> <ul> <li>Novelty Wine Tumbler (12 oz.) </li> <li>30th birthday gifts for women, 30th Birthday Decorations</li> <li>Double-Wall Vacuum Insulation </li> <li>BPA Free and Stainless Steel </li> <li> Straw and Straw Cleaning Brush Include</li> <li>Satisfaction Guaranteed </li> </ul> <p></p> <p><b>Get this novelty wine tumbler by clicking Add to Cart above now. </b></p>	1013Y9UT502	14-DBTR-K75S	32.98		2021-10-13 01:00:54 PDT		y	3			11				B09JC57MZV						707785092090				AMAZON_NA	Migrated Template	Inactive
Finally 8	<b>Searching for the perfect 30th birthday present for that special someone?</b><br><br> Saying goodbye to their 20s to welcome new beginnings in their 30s definitely calls for a celebration. You consider it a privilege to witness your loved one grow and reach another important milestone.<br><br> So as they enter a new decade, you want to give them a lovely token they’ll sure to find useful. More importantly, it has to be one that’s chic and well-crafted to suit their lifestyle.<br><br> <b>The NewEleven Talk Thirty To Me Wine Tumbler makes a sweet gift idea for stylish and modern women.</b><br><br> Any lady who’s about to hit their 30s will certainly love to drink their favorite beverages from this travel-friendly tumbler. It ideally measures in at 4.5” x 3“ and has a 12 oz liquid capacity, allowing you to keep it in your bag or bring it to the office, school or car with ease. A double-wall vacuum insulation helps keep drinks deliciously chilly.<br><br> Aside from being a total eye candy, this beautiful reusable tumbler also helps you avoid single-use plastic cups. It even comes with a sturdy metal straw and a straw cleaning brush, so you’re always refreshed and hydrated the eco-conscious way.<br><br> <p><b>Product Details:</b></p> <ul> <li>Novelty Wine Tumbler (12 oz.) </li> <li>30th birthday gifts for women, 30th Birthday Decorations</li> <li>Double-Wall Vacuum Insulation </li> <li>BPA Free and Stainless Steel </li> <li> Straw and Straw Cleaning Brush Include</li> <li>Satisfaction Guaranteed </li> </ul> <p></p> <p><b>Get this novelty wine tumbler by clicking Add to Cart above now. </b></p>	1013Y9XM1TP	17-FTUL-D62D	32.98		2021-10-13 01:00:33 PDT		y	3			11				B09JC47CKK						707785092083				AMAZON_NA	Migrated Template	Inactive
NewEleven Mothers Day Card, Dog Mom Gifts For Women, Unique Moms Gift, Cute Dog Mom Mother's Day Cards From Dogs, Puppy For Her Womens - Greeting Card		0615FDCFVQ1	1A-JRBV-8HH8	13.57		2025-06-14 21:33:29 PDT		y	1			11				B0FC5XQTBQ						B0FC5XQTBQ				AMAZON_NA	Migrated Template	Inactive
Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler		0927ZYKD5VL	1D-YI4C-GCOS	35.73		2022-09-27 00:28:22 PDT		y	1			11				B0B9RHZGFG						B0B9RHZGFG				AMAZON_NA	Migrated Template	Inactive
NewEleven Gifts For Mom, Birthday Cards For Mommy From Daughter, Son, Kids On Mothers Day - Funny Present For Birthday, Mother's Day, Humorous Mom Greeting Card		0615FDIFUKP	1E-URHL-R626	13.57		2025-06-14 21:33:38 PDT		y	1			11				B0FC6DJMD9						B0FC6DJMD9				AMAZON_NA	Migrated Template	Inactive
NewEleven Birthday Gifts for Women, Funny Gifts for Best Friend Women - I Hate Everyone Except Us - Unique Birthday Gifts for Women, Her, Mom, BFF, Sister - 16 Oz Candle		0708BLBW7DF	1G-WJN6-34JP	25.73		2024-07-08 04:08:45 PDT		y	1			11				B0D9L8P1XL						B0D9L8P1XL				AMAZON_NA	Migrated Template	Inactive
BSDSS5558	40th Birthday Gifts For Women, Men - Vintage 1983 40th Birthday Decorations For Women, Men - Best 40 Year Old Gifts Ideas For Wife, Husband, Mom, Dad, Friends, Sister - 16 Oz Coffee Beer Can Glass	0223A9V93SM	1L-XDGP-8PET	19.98		2023-02-23 08:11:00 PST		y	1			11				B0BP7QTHL6						B0BP7QTHL6				AMAZON_NA	Migrated Template	Inactive
NewEleven Mothers Day Card, Cat Mom Gifts for Women, Cat Themed Gift, Best Cat Mom Ever For Mother's Day, Best Gifts for Cat Lovers Female, Funny Cats Lady Presents		0403FF3ZK98	1N-AZA8-HSBA	10.87		2025-04-03 15:34:18 PDT		y	1			11				B0F2TD7W6G						B0F2TD7W6G				AMAZON_NA	Migrated Template	Inactive
gvdf10168		0609ZPDPY0N	1O-5CJ8-KZ22	32.72		2022-06-09 09:11:02 PDT		y	3			11				B09ZYB5MBT						850041250144				AMAZON_NA	Migrated Template	Inactive
NewEleven Christmas Gifts For Brother From Sister, Brother - Gifts For Brother - Best Birthday Gifts For Brother, Big Brother, Little Brother, Siblings, Brother In Law, Men - 20 Oz Tumbler Navy		1130AWYDBD2	1O-O788-ZCZU	27.16		2023-11-30 06:02:18 PST		y	1			11				B0CN926PG1						B0CN926PG1				AMAZON_NA	Migrated Template	Inactive
gvds25520		0609ZP73W92	1Q-FSNP-VBED	32.72		2022-06-09 06:44:25 PDT		y	3			11				B09ZYCD6GX						850041250151				AMAZON_NA	Migrated Template	Inactive
Housewarming Gift, New Home Gifts for Home Decor - New Home Ornament 2023, House Warming Presents for New Home Funny, Housewarming Gifts for New House, New Homeowner Ornament		0608BP00S0V	1Z-298F-OLVI	10.87		2024-06-08 14:49:04 PDT		y	1			11				B0D6144Q48						B0D6144Q48				AMAZON_NA	Migrated Template	Inactive
NewEleven Iced Coffee Cup With Bamboo Lids And Glass Straws For Boba, Smoothie, Cocktail - 16 Oz Coffee Glass		0603AF61WMB	1Z-XH9E-5D6R	22.43		2023-06-03 12:36:58 PDT		y	1			11				B0C1BYB4SH						B0C1BYB4SH				AMAZON_NA	Migrated Template	Inactive
NewEleven Birthday Gifts For Men Women – Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him 40th 50th 60th 70th 80th From Daughter, Son, Friends – Beer Mug		0329BX8G4Z4	23-Y740-I1UZ	17.84		2024-03-28 21:58:47 PDT		y	1			11				B0CKYM1F5V						B0CKYM1F5V				AMAZON_NA	Migrated Template	Inactive
Christmas Gifts For Women - Best Friend Birthday Gifts For Women – Female Friendship Gifts, Sisters Gifts From Sister - Funny Bday Presents Unique Gifts For Her, BFF, Bestie - 16 Oz Coffee Glass		0526FP6YAM5	25-YAS2-RJHI	21.74		2025-05-26 11:45:13 PDT		y	1			11				B0BRB5SPYZ						B0BRB5SPYZ				AMAZON_NA	Migrated Template	Inactive
NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - Greeting Card		0615FDGINEO	27-N5JD-WKOZ	13.57		2025-06-14 22:24:06 PDT		y	1			11				B0FC686CQV						B0FC686CQV				AMAZON_NA	Migrated Template	Inactive
Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Work Bestie, Women, Friends - 16 Oz Coffee Glass		0413B4L40SM	2D-H3QH-UR6F	20.38		2024-04-13 10:56:13 PDT		y	1			11				B0CBJQZCFY						B0CBJQZCFY				AMAZON_NA	Migrated Template	Inactive
NewEleven Thank You Gifts for Women, Nurse, Teacher, Coworker, Friends - Gift for Women, Appreciation Gifts for Coworkers, Farewell, BFF, Women, Men - Retirement Gifts - Glass Christmas Ornaments		1031BFOGVSB	2F-J6P4-R5IG	8.15		2024-10-31 15:35:27 PDT		y	1			11				B0DJY7689G						B0DJY7689G				AMAZON_NA	Migrated Template	Inactive
NewEleven Inspirational Gifts for Women, Men - Christmas Ornaments - Thank You Gifts, Appreciation Gifts for Men, Nurse, Teacher, Boss, Coworker - Christmas Tree Decoration Glass Ornament		1121B3G3DAO	2G-KSK7-6N0O	10.87		2024-11-21 04:42:06 PST		y	1			11				B0DLV9V243						B0DLV9V243				AMAZON_NA	Migrated Template	Inactive
Best Friend Giftss For Women - Get Well Soon Gifts For Women, Men - Friendship Birthday Presents For Mom, Wife, Sister, BFF, Bestie, Her - Condolence Inspirational Sympathy Gifts - Lavender Candle 8Oz		1128Z481SXJ	2H-3W8N-1WYQ	13.98		2022-11-28 00:09:59 PST		y	3			11				B0B5T79Y6M						850041250342				AMAZON_NA	Migrated Template	Inactive
NEWELEVEN Gifts For Wife From Husband - Wifey Gifts - Wedding Anniversary Present For Wife, Her From Husband - Best Birthday Gifts For Wife, Women From Husband - 16 Oz Coffee Glass		0516B497PFL	2I-5LD8-O9EU	29.98		2024-05-16 06:20:00 PDT		y	1			11				B0D4QDCBRF						B0D4QDCBRF				AMAZON_NA	Migrated Template	Inactive
NewEleven Gifts For Dog Lovers, Dog Owners, Dog Mama, Dog Mom, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gifts For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass		0605AI4HSRZ	2R-X9LF-IOEW	24.56		2023-06-04 23:49:57 PDT		y	1			11				B0BRCG7S9H						B0BRCG7S9H				AMAZON_NA	Migrated Template	Inactive
NewEleven 40th Birthday Gifts For Women - 1984 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Women, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass		0411BWHQK4L	2S-26C9-OKWQ	23.56		2024-04-10 21:10:06 PDT		y	1			11				B0CKYN27VS						B0CKYN27VS				AMAZON_NA	Migrated Template	Inactive
Funny Aprons For Men With Pockets - Mens Gifts - Birthday Gifts For Dad, Husband, Boyfriend, Him, Friends, Brothers, Son - Grill Cooking BBQ Kitchen Chef Apron	Apron	0330YD9MFRZ	2X-L65N-XLIC	26.98	0	2021-03-30 00:38:58 PDT		y	3			11				B091CBJBN6						707785090195			0	DEFAULT	Migrated Template	Inactive
NewEleven Baby Pregnancy Announcement Ornament for Grandparents - First Time Grandparents Gifts - Promoted to Grandma Grandpa Gifts- Pregnancy Announcement Ornament - Glass Christmas Ornament		1026B13GYXW	30-T498-37E5	8.15		2024-10-26 14:39:24 PDT		y	1			11				B0DJBGMLS2						B0DJBGMLS2				AMAZON_NA	Migrated Template	Inactive
NEWELEVEN Coworker Leaving Gift - Farewell, Going Away, New Job, Goodbye, Good Luck for Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler		0402YKC7UUG	31-PNFY-F78S	35.98		2021-04-01 18:55:09 PDT		y	3			11				B08Y8RZRHG						707785063168				AMAZON_NA	Migrated Template	Inactive
NewEleven Garage Gifts For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler Navy		0201B7M2M7L	3B-NEW8-7ZJ3	27.72		2024-02-01 01:40:51 PST		y	1			11				B0CRKZBFDF						B0CRKZBFDF				AMAZON_NA	Migrated Template	Inactive
